kdn kontonr;name 001;ans ustid;ans ustid2;Bearbeiter;Bearbeitungsstatus;Bearbeitungsart;Organisationsebene;Adresse Hauptsitz
28325;Inntal Lagersystemtechnik;DE131050962;;SK3;Grün;Final;Hauptsitz;
28335;Ikaros Cleantech AB;SE556416741801;SE556416741801;SK3;;;Inaktiv ?;Ikarops Cleantech AB, Argongatan 5, 431 53 Mölndal, Schweden
28383;INDUSTRIES EQUIPEMENTS SARL;FR58442249561;FR58442249561;0;;;;
28408;IEM Fördertechnik GmbH;DE134049525;;SK3;Grün;Final;Hauptsitz;
28464;ILTEC FRANCE;FR54452464662;FR54452464662;0;;;;
28465;INDAVER;BE0427973304;BE0427973304;0;;;;
28495;IMM HM sa;BE0480025284;BE0480025284;0;;;;
28497;Interpolymer EURL;FR83420846487;FR83420846487;0;;;;
28508;Industries Conesa S.L.;ESB17038233;ESB17038233;0;;;;
28528;Induparts B.V.;NL821937078B01;NL821937078B01;0;;;;
28532;INEOS Manufacturing Belgium NV;BE0869926088;BE0869926088;0;;;;
28542;Interservice Abfallentsorgung rGen.m.b.H;ATU42682600;ATU42682600;0;;;;
28555;Ingolstädter Kommunalbetriebe AöR;DE 238380560;;SK;Grün;Final;Hauptsitz;
28558;Excellentia Möbel Handelsagentur GmbH;DE 120127718;DE 120127718;0;grün;Anschriften;;
28559;INOTEC Industrieanlagentechnik GmbH;DE187909314;DE187909314;0;grün;Anschriften;;
28560;In-Lab Industrie und Laborservice;DE 181058645;DE 181058645;0;grün;Anschriften;;
28563;IKAPOL Marta Kozlowska;PL9281838916;PL9281838916;0;rot;Anschriften;;
28566;Inoex GmbH;DE126020620;DE126020620;0;grün;Anschriften;;
28567;Hans Iwanetzki Schlosserei & Metallbau Iwanetzki;DE 239408754;DE 239408754;0;grün;Anschriften;;
28568;Intenso International GmbH;DE 313506019;DE 313506019;0;grün;Anschriften;;
28570;Indubuild;BE0833245044;BE0833245044;0;rot;Anschriften;;
28572;ISM Ludwigshafen GmbH; DE121733300; DE121733300;0;grün;Anschriften;;
28575;Illig Maschinenbau GmbH & Co. KG;DE145801399;DE145801399;0;grün;Anschriften;;
28576;IMS Inspection & Maintenance Services;NL857128516B01;NL857128516B01;SK3;Grün;Final;Hauptsitz;
28578;IFA Technology GmbH;DE 127485187;DE 127485187;0;grün;Anschriften;;
28580;Industrypart GmbH;DE317654190;DE317654190;0;grün;Anschriften;;
28585;InduSafe Supplies AB;SE5591075287;SE5591075287;0;gelb;Anschriften;;
28586;Isopan Deutschland GmbH;DE282177667;DE282177667;SK;Grün;Final;Hauptsitz;
28587;Itsme ;NL005195706B01;NL005195706B01;0;grün;Anschriften;;
28588;Klinkerwerk H. & J. Iking GmbH & Co. KG; DE123789345; DE123789345;0;grün;Anschriften;;
28589;IKO nv;BE0406317459;BE0406317459;0;rot;Anschriften;;
28590;Innowac GmbH;DE812372170;DE812372170;0;grün;Anschriften;;
28592;Intervracht Nederland B.V.;NL807605311B01;NL807605311B01;0;gelb;Anschriften;;
28593;InfraServ GmbH & Co. Gendorf KG;DE 812134764;DE 812134764;0;grün;Anschriften;;
28594;IBC Solar AG;DE243867923;DE243867923;0;grün;Anschriften;;
28598;ILZHÖFERS;DE127466825;DE127466825;0;grün;Anschriften;;
28599;intinga GmbH & Co. KG;DE271768477;DE271768477;0;gelb;Anschriften;;
28601;ICS InterCargoService GmbH;DE813819236;DE813819236;0;gelb;Anschriften;;
28602;IFA Holding GmbH;DE 139411712;DE 139411712;0;grün;Anschriften;;
28604;ISO-Fensterbau GmbH;DE813851967;DE813851967;0;grün;Anschriften;;
28605;Ikaros Finland OY;FI21775518;FI21775518;0;Grün;Final;Hauptsitz;
28608;IMA-TECH oHG; DE318361151; DE318361151;0;grün;Anschriften;;
29007;Jacobs Handelsgesellschaft mbH; DE216917689; DE216917689;0;grün;Anschriften;;
29012;J.H. Jaeger & Eggers Handelsgesellschaft mbH;DE 114418302;DE114418302;SK3;Grün;Final;Hauptsitz;
29032;Jehlen & Co. GmbH; DE 173878616;DE173878616;SK3;Grün;Final;Hauptsitz;
29041;Jetschke Industriefahrzeuge;DE118241384;DE118241384;0;grün;Anschriften;;
29043;JEWEMA Werkzeuge + Maschinen GmbH;DE156904306;DE156904306;0;rot;Anschriften;;
29064;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29065;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29066;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29068;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29069;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29070;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29074;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29077;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29084;Jungheinrich PROFISHOP GmbH;ATU63527035;ATU63527035;SK;Grün;Final;Hauptsitz;
29098;Karl Jöcker GmbH & Co. KG;DE 265918218;DE 265918218;0;grün;Anschriften;;
29102;Otto Jörgensen & Sohn GmbH;	DE134643753;;SK3;Grün;Final;Hauptsitz;
29137;JUNGHEINRICH AG;CHE105745409;;SK3;Grün;Final;Hauptsitz;
29143;Fr. Jacob Söhne GmbH & Co. KG;DE126029209;DE126029209;0;grün;Anschriften;;
29153;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29154;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29180;Jungheinrich De Espana, S.A.U.;ESA48002430;ESA48002430;0;Grün;Final;Hauptsitz;
29182;Jungheinrich Nederland BV;NL003439975B01;NL003439975B01;0;Grün;Final;Hauptsitz;
29188;Schlatter Deutschland GmbH & Co. KG;DE126103259;;SK;Grün;Final;Hauptsitz;
29191;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29209;Jesse GmbH & Co. KG;DE114767660;DE114767660;0;grün;Anschriften;;
29210;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29213;Jungheinrich d.o.o. Slovenija;SI91758548;SI91758548;0;Grün;Final;Hauptsitz;
29215;Jungheinrich Hellas Ltd.;EL099060810;EL099060810;0;Grün;Final;Hauptsitz;
29226;Jooß Bau und Naturstein GmbH;DE208041516;DE208041516;0;grün;Anschriften;;
29232;Jungbluth Fördertechnik GmbH & Co. KG;DE 180 160 508;DE 180 160 508;SK3;Grün;Final;Hauptsitz;
29234;Karle Recycling GmbH;DE184455349;DE184455349;0;grün;Anschriften;;
29237;Jebens GmbH;DE811121107;DE811121107;0;grün;Anschriften;;
29240;Werkzeug-Jäger GmbH;	DE 811 174 987;DE811174987;SK3;Grün;Final;Hauptsitz;
29244;JM Industrieprodukte; DE225740251; DE225740251;0;grün;Anschriften;;
29246;Wilh. Jansen - Eisenjansen Gmbh & Co. KG;DE122490049;DE122490049;0;grün;Anschriften;;
29253;Heinrich Jungeblodt GmbH & Co. KG;DE 125690970;DE 125690970;0;grün;Anschriften;;
29254;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29277;Jungheinrich NV;BE415997465;BE0415997465;SK;Grün;Final;Hauptsitz;
29282;Janoschka Holding GmbH;DE 811407243;DE 811407243;0;grün;Anschriften;;
29283;Jungheinrich PROFISHOP AG & Co. KG;DE814367749;;SK;Grün;Final;Hauptsitz;
29292;JEMAKO International GmbH;DE124166198;DE124166198;0;grün;Anschriften;;
29294;JUNGHEINRICH HUNGARIA Kft.;HU10773903;HU10773903;0;Grün;Final;Hauptsitz;
29298;Siegfried Jacob Metallwerke;DE176256893;DE176256893;0;grün;Anschriften;;
29301;Jungheinrich Austria Vertriebsges.m.b.H.;ATU15065408;ATU15065408;0;Grün;Final;Hauptsitz;
29304;Januschkowetz GbR;DE333330687;DE333330687;0;grün;Anschriften;;
29335;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;DE118619697;SK;Grün;Final;Hauptsitz;
29337;J.S. Jahn vorm. A. Schoenhals;DE815385929;DE815385929;0;grün;Anschriften;;
29345;Jahns Bau & Technikhandel;DE192773890;DE192773890;0;grün;Anschriften;;
29355;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29365;Jungheinrich PROFISHOP AG & Co. KG;NL823510463B01;NL823510463B01;SK;Grün;Final;Nur für Ausländische Ust ID;
29370;Alfred und Markus Jung;DE815029536;DE815029536;0;grün;Anschriften;;
29377;Jutger GmbH & Co.KG;DE322895831;DE322895831;0;grün;Anschriften;;
29392;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29395;Jungheinrich Vertrieb Deutschland AG & Co. KG;DE814850925;;0;Grün;Final;Abhängige Niederlassung;
29400;J. K. Staplerservice GmbH;DE299805447;DE299805447;SK3;Grün;Final;Hauptsitz;
29402;Jäger Metallverarbeitung GmbH;DE133703526;DE133703526;0;grün;Anschriften;;
29411;GEFAHRGUTJÄGER GmbH;DE 269094564;DE 269094564;0;grün;Anschriften;;
29413;juwi AG;DE249256884;DE249256884;0;grün;Anschriften;;
29414;joca a/s;DK18660830;DK18660830;SK;Grün;Final;Hauptsitz;
29425;JBF Global Europe BVBA;BE0840552213;BE0840552213;0;;;;
29428;Jungheinrich PROFISHOP AG & Co. KG;PL5263175805;PL5263175805;0;Grün;Final;Nur für Ausländische Ust ID;
29429;Jungheinrich PROFISHOP AG & Co. KG;BE0670515270;BE0670515270;SK3;Grün;Final;Nur für Ausländische Ust ID;
29430;Jungheinrich PROFISHOP AG & Co. KG;FR19824137772;FR19824137772;0;Grün;Final;Nur für Ausländische Ust ID;
29431;Jungheinrich PROFISHOP AG & Co. KG;IT00187389994;IT00187389994;0;Grün;Final;Nur für Ausländische Ust ID;
29432;Jungheinrich PROFISHOP AG & Co. KG;ESN2763480G;ESN2763480G;0;Grün;Final;Nur für Ausländische Ust ID;
29433;Jungheinrich PROFISHOP AG & Co. KG;SK4120072517;SK4120072517;0;Grün;Final;Nur für Ausländische Ust ID;
29434;Jungheinrich PROFISHOP AG & Co. KG;SE502078363401;SE502078363401;0;Grün;Final;Nur für Ausländische Ust ID;
29435;Jungheinrich PROFISHOP AG & Co. KG;DK12892462;DK12892462;0;Grün;Final;Nur für Ausländische Ust ID;
29440;Joma-Polytec GmbH;DE146892876;DE146892876;0;grün;Anschriften;;
29444;Hebe- & Fördertechnik Janzen;DE273999619;DE273999619;0;grün;Anschriften;;
29446;Jungheinrich PROFISHOP AG & Co. KG;CZ684302110;CZ684302110;0;Grün;Final;Nur für Ausländische Ust ID;
29447;Jungheinrich PROFISHOP AG & Co. KG;ESN2763480G;ESN2763480G;0;Grün;Final;Nur für Ausländische Ust ID;
29448;Jonigk Staplerservice;DE815765325;DE815765325;0;gelb;Anschriften;;
29450;Jünger+Gräter GmbH;DE144289113;DE144289113;0;grün;Anschriften;;
29452;Jungheinrich PROFISHOP AG & Co. KG;FR19824137772;FR19824137772;0;Grün;Final;Nur für Ausländische Ust ID;
29456;Werkzeug-Jäger GmbH;	DE 811 174 987;;0;Grün;Final;Abhängige Miederlassung;
29458;Jansen Tholen B.V.;NL803447619B01;NL803447619B01;0;rot;Anschriften;;
29459;J. Schneider Elektrotechnik GmbH;DE142532740;DE142532740;0;grün;Anschriften;;
29460;JACQUET Deutschland GmbH;DE 146124316;DE 146124316;0;grün;Anschriften;;
29463;Jabitherm Rohrsysteme AG;DE 811318865;DE 811318865;0;grün;Anschriften;;
29464;Jungheinrich PROFISHOP AG & Co. KG;GB270575593;GB270575593;0;Grün;Final;Nur für Ausländische Ust ID;
29466;Jungbluth Fördertechnik GmbH & Co. KG;DE 180 160 508;;0;;;;
29473;Jordan Reflektoren GmbH & Co. KG;DE 811 433 666;DE 811 433 666;0;grün;Anschriften;;
29474;Jutger GmbH & Co. KG;DE322895831;DE322895831;0;gelb;Anschriften;;
29476;Fa. Jamos GmbH;DE 121541074;DE 121541074;0;grün;Anschriften;;
29477;JUNG GmbH & Co. KG;DE 144606703;DE 144606703;0;grün;Anschriften;;
29479;Jungbluth Fördertechnik GmbH & Co. KG;DE 180 160 508;DE180160508;0;Grün;Final;Duplikat/ Sperren;
30009;KAESER KOMPRESSOREN SE;DE 132460321;DE 132460321;0;grün;Anschriften;;
30017;KAISER + KRAFT GmbH;DE 199225340;DE 199225340;SK;Grün;Final;Hauptsitz;
30022;KAISER + KRAFT NV;BE0414348960;;SK;Grün;Final;Hauptsitz;
30023;KAISER + KRAFT GmbH;ATU 34912609;ATU 34912609;SK3;Grün;Final;Hauptsitz;
30025;KAISER + KRAFT AG;CHE105813790;;SK3;Grün;Final;Abhängige Niederlassung;Kaier + Kraft AG, Zug/Schweiz
30029;KAISER + KRAFT S.A. Unipersonal;ESA58649351;;SK3;Grün;Final;Hauptsitz;
30084;Die Stadtreiniger Kassel;DE 1130 5695 8;DE 1130 5695 8;SK3;Grün;Final;;
30093;Kaufmann Fördertechnik;DE137206885;DE137206885;0;grün;Anschriften;;
30097;KAYSER GmbH;DE 206 661 415;;SK3;Grün;Final;Hauptsitz;
30117;Keller & Kalmbach GmbH; DE 811180359;;0;Grün;Final;Abhängige Niederlassung;
30123;Maschinenfabrik KEMPER GmbH & Co. KG;DE 187 957 764;DE 187 957 764;0;grün;Anschriften;;
30157;Josef Kessel GmbH & Co. KG;DE142218747;DE142218747;SK3;Grün;Final;Hauptsitz;
30176;Friedrich Kicherer GmbH & Co. KG;DE144639704;DE144639704;SK;Grün;Final;Hauptsitz;
30184;Hans Kiesling GmbH & Co. KG;DE114 699 656;DE114 699 656;0;grün;Anschriften;;
30186;Theodor Kiessling Fachgroßhandel KG;DE141 098 556;DE141 098 556;0;grün;Anschriften;;
30193;Kind & Co.;DE 122 533 279;DE 122 533 279;0;grün;Anschriften;;
30199;Kipphardt;DE 119 5581 50;DE 119 5581 50;0;grün;Anschriften;;
30200;Karl Kipping GmbH;DE 111 133 633;DE 111 133 633;0;grün;Anschriften;;
30205;Kirchner Gabelstapler GmbH;DE227743504;DE227743504;0;grün;Anschriften;;
30207;Kirchner + Partner;DE150105845;DE150105845;0;grün;Anschriften;;
30209;Kirsch + Sohn GmbH;DE 231 268 184;DE 231 268 184;0;grün;Anschriften;;
30219;Klauke + Polte GmbH & Co. KG;DE296618874;DE296618874;0;gelb;Anschriften;;
30220;Willenbrock Fördertechnik GmbH & Co. KG;DE211903831;;SK3;Grün;Final;Hauptsitz;
30233;KONRAD KLEINER GmbH;DE 129204470;DE 129204470;0;Grün;Final;Duplikat/ Sperren;
30242;Klenk Holz AG;DE812853329;DE812853329;0;rot;Anschriften;;
30257;Industriebedarf Klohk GmbH;DE 112615677;DE 112615677;SK3;Grün;Final;Hauptsitz;
30261;Klostermann GmbH & Co. KG;DE124463295;DE124463295;0;grün;Anschriften;;
30276;Chemische Werke Kluthe GmbH;DE143261732;DE143261732;0;grün;Anschriften;;
30307;Gocht & Dommke GmbH;DE121636197;DE121636197;0;grün;Anschriften;;
30308;Knauf Gips KG;DE133017134;DE133017134;0;grün;Anschriften;;
30318;UF Gabelstapler GmbH;DE 146608597;DE 146608597;SK3;Grün;Final;Hauptsitz;
30324;Knittel GmbH;DE 813 863 200;DE 813 863 200;0;grün;Anschriften;;
30356;Pfeifer Drako Drahtseilwerk GmbH;DE 182558461;DE 182558461;0;Grün;Final;Duplikat/ Sperren;
30358;Karl Koerschulte GmbH;DE 811512067;DE 811512067;0;grün;Anschriften;;
30383;Joachim Koppenhöfer;DE 144393880;DE 144393880;0;grün;Anschriften;;
30397;KOWALSKI Transportgeräte GmbH;DE120496649;DE120496649;0;grün;Anschriften;;
30417;Krapp Beteiligungsgesellschaft mbH;DE289458849;DE289458849;SK3;Grün;Final;Hauptsitz;
30438;Anton Kreitz & W. H. Ostermann GmbH;DE 155824185;DE 155824185;0;grün;Anschriften;;
30459;Krombacher Brauerei;DE 126 583 468;DE 126 583 468;0;grün;Anschriften;;
30473;Kroschke sign-international GmbH;DE 811128225;DE 811128225;SK3;Grün;Final;Hauptsitz;
30478;Palraco;BE0477488735;BE0477488735;SK3;Grün;Final;Hauptsitz;
30483;Jürgen Krull Stapler-Service e.K.;DE 232601902;DE 232601902;0;grün;Anschriften;;
30484;KRUMBECK Kunststoffverarbeitung GmbH;DE 123 810 177;DE 123 810 177;0;grün;Anschriften;;
30497;Rudolf Krämer Eisenwaren GmbH;DE 121319230;DE 121319230;SK3;Grün;Final;Hauptsitz;
30503;Julius Friedr. Krönlein;DE 133 884 070;DE 133 884 070;SK3;Grün;Final;Hauptsitz;
30532;Harald Kugler Gabelstaplerservice- und Vermietung GmbH;DE 257 324 838 ;DE 257 324 838 ;SK3;Grün;Final;Hauptsitz;
30536;Paul Kuhn GmbH;DE 163434373;DE 163434373;0;grün;Anschriften;;
30562;Kurz Entsorgung GmbH;DE218 399 979;DE218 399 979;0;grün;Anschriften;;
30578;Wilhelm Kächele GmbH;DE 238597765;DE 238597765;0;grün;Anschriften;;
30588;Köberlein GmbH;DE315096357;DE315096357;0;grün;Anschriften;;
30594;J. König GmbH & Co.;DE 143 50 33 82;DE 143 50 33 82;SK3;Grün;Final;Hauptsitz;
30595;Kurt König Baumaschinen GmbH;DE 114764456;DE 114764456;0;grün;Anschriften;;
30598;König-MTM GMBH;DE814494544;DE814494544;0;grün;Anschriften;;
30612;W. Körner GmbH;DE115240663;DE115240663;0;grün;Anschriften;;
30624;Clemens Kühlert GmbH & Co. KG;DE126714259;DE126714259;0;grün;Anschriften;;
30644;Celina Klinker;DE 120095452;DE 120095452;0;grün;Anschriften;;
30668;KAISER + KRAFT Kereskedelmi Kft.;HU1309061363;HU10373510;SK3;Grün;Final;Hauptsitz;
30674;Gebr. Klöcker GmbH ;DE 186284640;DE 186284640;0;grün;Anschriften;;
30684;Gustav Kampmann GmbH;DE120693471;DE120693471;0;grün;Anschriften;;
30686;A. Künstler GmbH;DE 124164789;DE 124164789;0;grün;Anschriften;;
30691;Hermann Keller GmbH;DE 141878073;DE 141878073;0;grün;Anschriften;;
30701;J.N. Kreiller KG;DE 131547338;DE 131547338;SK3;Grün;Final;Hauptsitz;
30704;Franz Kerstin Zentrale Dienste GmbH;DE126640462;DE126640462;0;grün;Anschriften;;
30705;KSB ;DE 148416758 ;DE 148416758 ;0;grün;Anschriften;;
30710;KHS GmbH;DE 811501956;DE 811501956;SK3;Grün;Final;Hauptsitz;
30711;Kraus Recycling & Entsorgung GmbH;DE813330354;DE813330354;0;grün;Anschriften;;
30735;Kordel Antriebstechnik GmbH;DE 261062914;DE 261062914;0;grün;Anschriften;;
30742;Kilb Vetter Entsorgung GmbH;DE 113859562;DE 113859562;0;grün;Anschriften;;
30744;Keller & Kalmbach GmbH; DE 811180359;;0;Grün;Final;Abhängige Niederlassung;
30757;PWK Knöbber GmbH & Co. Handels KG;DE 165071110;DE 165071110;0;grün;Anschriften;;
30761;Kock & Sack GmbH;DE283694924;DE283694924;0;grün;Anschriften;;
30764;KNEHO Lacke GmbH;DE124608594;DE124608594;0;grün;Anschriften;;
30783;KHS GmbH;DE 811501956;;0;Grün;Final;Abhängige Nieerlassung;
30811;Karl Koerschulte GmbH;DE 811512067;DE 811512067;0;gelb;Anschriften;;
30816;Ing. Kurt Klopsch;DE157846290 ;DE157846290 ;0;grün;Anschriften;;
30855;KLEBL GmbH;DE 133228564;DE 133228564;0;grün;Anschriften;;
30873;Peter Krause GmbH;DE 167207431;DE 167207431;0;grün;Anschriften;;
30877;Klosterbrauerei Andechs;DE 128214807;DE 128214807;0;grün;Anschriften;;
30897;Klaeser Internationale Fachspedition und;DE127129831;DE127129831;0;grün;Anschriften;;
30901;Klarmann - Lembach (Group);DE 134224162;DE 134224162;0;grün;Anschriften;;
30918;Kurschildgen GmbH Hebezeugbau;DE121977217;DE121977217;SK;Grün;Final;Hauptsitz;
30922;KAWEMA Maschinenhandel und;DE150526069;DE150526069;0;grün;Anschriften;;
30929;Andreas Kühl;DE 150581346;DE 150581346;0;grün;Anschriften;;
30950;Kuhn Stapler Service e.K.;DE295984324;DE295984324;0;grün;Anschriften;;
30952;Koop für Gabelstapler GmbH;DE811542948;DE811542948;0;grün;Anschriften;;
30958;Kockmann GmbH;DE124392824;DE124392824;0;grün;Anschriften;;
30959;KOMPACTOR ALMELO;NL805391678B01;NL805391678B01;0;rot;Anschriften;;
30967;KAISER Nachfolger Montagetechnik und Industriebedarf GmbH;DE 124615173;DE 124615173;0;Grün;Final;Hauptsitz;
31024;Hebetechnik Kostinek;DE 143669745;DE 143669745;0;grün;Anschriften;;
31027;Krage & Gerloff;DE 169128560;DE 169128560;0;grün;Anschriften;;
31050;Kaiser & Stuckert Industrie- und Baubedarf GmbH;DE 200451053;DE 200451053;0;Grün;Final;Hauptsitz;
31059;GSAK Gesellschaft für Stadtreinigung und Abfallwirtschaft Krefeld mbH;DE163343145;DE163343145;SK;Grün;Final;Hauptsitz;
31090;KAUP GmbH & Co. KG;DE 132064715;DE 132064715;SK;Grün;Final;Hauptsitz;
31092;Fördertechnik Köthers e.K.;DE 153597023;DE 153597023;0;grün;Anschriften;;
31094;KSA Kubben + Steinemer;DE 121685687;DE 121685687;0;grün;Anschriften;;
31124;KrW Kreislaufwirtschafts- und;DE 202888104;DE 202888104;0;grün;Anschriften;;
31151;KS Recycling GmbH & Co. KG;DE 811636129;DE 811636129;SK3;Grün;Final;Hauptsitz;
31155;KAISER + KRAFT Europa GmbH;DE812680382;DE812680382;SK;Grün;Final;Hauptsitz;
31158;PRESTO GmbH & Co. KG;DE 117585884;DE 117585884;0;grün;Anschriften;;
31162;Kaup Benelux;BE0998040225;BE0998040225;0;Grün;Final;Hauptsitz;
31164;Kaempf Hebezeugservice GmbH;DE 254046644;DE 254046644;0;grün;Anschriften;;
31170;Heinrich Klöcker GmbH & Co. KG;DE189504597;DE189504597;0;rot;Anschriften;;
31171;W. KRUIZINGA B.V.;NL800250850B01;NL800250850B01;SK;Grün;Final;Hauptsitz;Kruizinga.nl, Ir. R.R. van der Zeelaan 1, 8191 JH Wapenveld, Niederlande
31212;KAYSER Systems S.à.r.l.;LU18214551;LU18214551;0;;;;Kayser Systems s.á.r.l., 201 rue de Luxembourg, L-7540 Rollingen
31246;KLEBCHEMIE M. G. Becker GmbH & Co. KG;DE 143503358;DE 143503358;0;grün;Anschriften;;
31268;KAISER + KRAFT S.r.l.;IT01627250135;IT01627250135;0;Grün;Final;Hauptsitz;
31269;Kisling GmbH;DE 148 421 626;DE 148 421 626;0;grün;Anschriften;;
31270;KRAUS Betriebsausstattung und Fördertechnik GmbH;ATU62218139;ATU62218139;SK3;Grün;Final;Hauptsitz;
31297;LLB Knappe GmbH;DE295444500;DE295444500;0;grün;Anschriften;;
31313;Kirchhoff GmbH & Co. KG;DE 812448583;DE 812448583;0;grün;Anschriften;;
31316;Gabelstapler-Vertrieb K + B GmbH;DE 812627264;DE 812627264;0;grün;Anschriften;;
31328;KLEIN Seil- und Hebetechnik GmbH;DE 812324386;DE 812324386;0;grün;Anschriften;;
31332;Klaus Kuhn Edelstahlgießerei GmbH;DE811216379;DE811216379;0;grün;Anschriften;;
31361;G. Elsinghorst Stahl und Technik GmbH;DE 811 194 263;;0;Grün;Final;Abhängige Niederlassung;
31364;Kugler Behälter- und Anlagenbau GmbH;DE224355831;;SK3;Grün;Final;Hauptsitz;
31368;KELTENA, UAB;LT482083416;LT482083416;0;;;;
31385;KOTSCHENREUTHER Stapler + Systemtechnik GmbH;DE 813 438 896;;SK3;Grün;Final;Hauptsitz;
31401;KRIEG Industriegeräte GmbH & Co. KG;DE144529381;;SK3;Grün;Final;Hauptsitz;
31434;Kaiser + Kraft,  s.r.o;CZ48593591;CZ48593591;0;Grün;Final;Hauptsitz;
31462;Keller & Kalmbach GmbH; DE 811180359;;0;Grün;Final;Abhängige Niederlassung;
31464;Keller & Kalmbach GmbH; DE 811180359;;SK3;Grün;Final;Hauptsitz;
31467;Kistenpfennig S.A.R.L.;LU19251912;LU19251912;0;;;;
31524;Ets. Klauner S.a.r.l;LU13992719;LU13992719;0;;;;
31540;Maschinenfabrik Bernard Krone GmbH & Co. KG;DE815614485;;SK3;Grün;Final;Hauptsitz;
31546;KAISER + KRAFT Sp.z.o.o.;PL5220102277;PL5220102277;0;Grün;Final;Hauptsitz;
31553;Kranich Entsorgung GmbH;DE247928898;;SK;Grün;Final;Hauptsitz;
31560;GARANT Productions GmbH;DE280945596;;SK3;Grün;Final;Hauptsitz;
31613;Key Industrial Equipment Limited;GB323608672;GB323608672;0;;;;
31689;Kwull GmbH; DE 815025488;;SK3;Grün;;;Kwull Gmbh, Zum Teich 1, 21397 Vastorf-Volkstorf
31741;Kaiser + Kraft Ltd.;GB198538504;;0;Grün;Final;Hauptsitz;
31779;Berliner Glas KGaA Herbert Kubatz GmbH & Co. KG;DE811346466;;SK3;Grün;Final;Hauptsitz;
31900;Abfallwirtschaftsbetrieb Kiel (ABK);DE134858950;;SK;Grün;Final;Hauptsitz;
31930;Koncar D&ST d.d.;HR49214559889;HR49214559889;0;;;;
31932;Keller & Kalmbach GmbH; DE 811180359;;0;Grün;Final;Lager/ Abhängige Niederlassung;
32006;Kooijker van Dieren;NL800446252B01;NL800446252B01;0;;;;
32008;Karo As Umweltschutz GmbH;	DE811160907;;SK3;Grün;Final;Hauptsitz;
32062;KRAMP GROEP B.V.;NL005435511B09;NL005435511B09;0;;;;
32104;Kammarton EOOD;BG040201751;BG040201751;0;;;;
32118;Kaiser + Kraft GmbH;SI40314863;SI40314863;0;Grün;Final;Ausländische Betriebstätte;
32139;Papierfabrik August Koehler SE;DE142583900;;SK3;Grün;Final;Hauptsitz;
32151;Kaiser + Kraft SA;PT505449773;PT505449773;0;Grün;Final;Hauptsitz;
32184;Kemi b.v.;NL008480564B01;NL008480564B01;0;;;;
32185;Kurita Europe GmbH;DE297214107;;SK3;Grün;Final;Hauptsitz;
32193;Komatsu Germany GmbH;DE115667072;;SK3;Grün;Final;Abhängige Niederlassung;Komatsu Germany GmbH, Forststraße 29, 40597 Düsseldorf
32242;Keller & Kalmbach GmbH; DE 811180359;;0;Grün;Final;Abhängige Niederlassung;
32250;KAISER + KRAFT s.r.o.;SK2022387356;SK2022387356;0;Grün;Final;Hauptsitz;
32253;KGS DIAMOND Holding B.V.;NL008942523B01;NL008942523B01;0;;;;
32261;KÖHLER HST GmbH;DE239407000;;SK;Grün;Final;Hauptsitz;
32348;Kaiser Söhne Mineralöle GmbH & Co. KG;DE 813503583;;0;Grün;Final;Hauptsitz;
32370;N.V. Kerkstoel 2000+;BE0447252350;BE0447252350;0;;;;
32371;Keller & Kalmbach GmbH; DE 811180359;;0;Grün;Final;Inaktiv/ Sperren;
32389;Koelhuis Dintelmond BV;NL817423163B01;NL817423163B01;0;;;;
32391;Kasap Betriebseinrichtungen;DE313050718;;SK3;Grün;Final;Hauptsitz;
32407;Kume Safety, S.L.;ESB75174698;ESB75174698;0;;;;
32423;Keller & Kalmbach GmbH; DE 811180359;;0;Grün;Final;Abhängige Niederlassung;
32448;Kutzendörfer u. Dworak GmbH;ATU36798006;ATU36798006;0;;;;
